Date,Item,Store,Units Sold,Unit Price,Sales Amount
43252,Surface Pro 4,Houston,3,899,2697
43342,Surface Studio,Miami,3,2999,8997
43547,Surface Book,Tampa,5,1499,7495
42870,Surface Book,Tampa,1,1499,1499
43710,Surface Studio,Houston,5,2999,14995
43638,Surface Studio,Washington D.C.,1,2999,2999
43134,Xbox One S,Atlanta,2,299,598
43009,Xbox One S,Dallas,3,299,897
43595,Xbox One,Tampa,2,249,498
43636,Xbox One,Washington D.C.,5,249,1245
43118,Xbox One,Atlanta,2,249,498
43811,Xbox One,Dallas,3,249,747
43578,Xbox One S,Tampa,4,299,1196
43392,Xbox One S,Tampa,3,299,897
43308,Xbox One S,Houston,4,299,1196
42740,Xbox One S,Tampa,4,299,1196
43493,Xbox One,Washington D.C.,2,249,498
43081,Surface Pro 4,Tampa,1,899,899
42992,Xbox One S,Atlanta,2,299,598
43159,Surface Book,Atlanta,4,1499,5996
43163,Xbox One,Dallas,1,249,249
43559,Surface Pro 4,Washington D.C.,5,899,4495
42792,Surface Studio,Atlanta,5,2999,14995
43348,Surface Studio,Miami,3,2999,8997
43107,Xbox One S,Dallas,1,299,299
42833,Surface Book,Dallas,1,1499,1499
43460,Xbox One,Miami,1,249,249
43273,Xbox One,Washington D.C.,2,249,498
42827,Surface Book,Tampa,5,1499,7495
43551,Surface Pro 4,Atlanta,5,899,4495
42772,Surface Pro 4,Tampa,1,899,899
43274,Xbox One S,Dallas,3,299,897
43626,Surface Book,Houston,5,1499,7495
42813,Surface Book,Miami,5,1499,7495
43551,Surface Studio,Dallas,5,2999,14995
42984,Surface Pro 4,Atlanta,3,899,2697
42945,Xbox One,Atlanta,5,249,1245
43422,Xbox One,Houston,3,249,747
43413,Surface Studio,Dallas,5,2999,14995
43200,Xbox One S,Washington D.C.,3,299,897
43128,Surface Book,Houston,5,1499,7495
43096,Surface Book,Washington D.C.,4,1499,5996
43557,Xbox One S,Atlanta,3,299,897
42766,Surface Book,Washington D.C.,1,1499,1499
43032,Surface Book,Washington D.C.,4,1499,5996
43082,Surface Pro 4,Dallas,2,899,1798
43221,Xbox One,Houston,5,249,1245
43760,Surface Book,Dallas,5,1499,7495
43287,Xbox One,Tampa,3,249,747
43160,Surface Book,Washington D.C.,1,1499,1499
43438,Xbox One,Houston,2,249,498
43725,Surface Pro 4,Houston,4,899,3596
42855,Xbox One S,Miami,2,299,598
42913,Surface Pro 4,Atlanta,4,899,3596
43470,Surface Pro 4,Miami,3,899,2697
43671,Xbox One S,Houston,1,299,299
43821,Xbox One,Atlanta,1,249,249
42782,Surface Studio,Dallas,3,2999,8997
43028,Surface Pro 4,Tampa,3,899,2697
43305,Surface Studio,Tampa,1,2999,2999
43489,Surface Pro 4,Washington D.C.,5,899,4495
43205,Xbox One,Atlanta,1,249,249
43489,Xbox One,Washington D.C.,2,249,498
42834,Surface Studio,Washington D.C.,3,2999,8997
42863,Xbox One,Tampa,1,249,249
42939,Xbox One,Tampa,1,249,249
43358,Surface Book,Miami,2,1499,2998
43017,Xbox One S,Atlanta,2,299,598
43698,Xbox One,Miami,4,249,996
43192,Xbox One S,Atlanta,5,299,1495
42793,Surface Pro 4,Dallas,2,899,1798
42799,Surface Studio,Atlanta,2,2999,5998
43033,Surface Book,Miami,4,1499,5996
42776,Surface Pro 4,Tampa,4,899,3596
43341,Surface Book,Miami,3,1499,4497
42984,Surface Studio,Tampa,2,2999,5998
43291,Xbox One,Washington D.C.,5,249,1245
43048,Xbox One,Dallas,3,249,747
43101,Surface Book,Dallas,4,1499,5996
43047,Surface Book,Tampa,5,1499,7495
43591,Surface Pro 4,Dallas,2,899,1798
43453,Xbox One,Miami,2,249,498
43797,Surface Book,Tampa,1,1499,1499
42876,Surface Studio,Atlanta,2,2999,5998
43827,Surface Studio,Atlanta,5,2999,14995
43740,Xbox One,Washington D.C.,2,249,498
43647,Xbox One,Atlanta,2,249,498
43526,Xbox One,Houston,4,249,996
43126,Xbox One,Washington D.C.,4,249,996
43132,Surface Studio,Miami,5,2999,14995
43504,Xbox One,Tampa,4,249,996
43397,Xbox One,Tampa,5,249,1245
43680,Surface Studio,Washington D.C.,5,2999,14995
43315,Xbox One S,Tampa,2,299,598
43410,Xbox One S,Atlanta,5,299,1495
43384,Surface Studio,Tampa,3,2999,8997
43194,Surface Book,Tampa,4,1499,5996
43220,Surface Book,Miami,2,1499,2998
43289,Surface Pro 4,Houston,1,899,899
43162,Xbox One,Houston,1,249,249
43424,Xbox One,Dallas,5,249,1245
43135,Surface Pro 4,Dallas,2,899,1798
43262,Xbox One,Atlanta,3,249,747
43753,Surface Pro 4,Miami,3,899,2697
43655,Surface Pro 4,Atlanta,4,899,3596
42910,Xbox One S,Miami,5,299,1495
42763,Xbox One,Dallas,5,249,1245
43759,Xbox One,Washington D.C.,4,249,996
43530,Surface Pro 4,Atlanta,3,899,2697
43439,Xbox One,Atlanta,3,249,747
43701,Surface Studio,Dallas,4,2999,11996
43596,Xbox One,Houston,1,249,249
43068,Surface Pro 4,Houston,2,899,1798
43792,Surface Book,Tampa,1,1499,1499
43534,Xbox One S,Atlanta,3,299,897
43195,Xbox One,Dallas,5,249,1245
43628,Surface Pro 4,Dallas,4,899,3596
43256,Xbox One,Atlanta,4,249,996
43786,Xbox One S,Tampa,1,299,299
43428,Xbox One,Dallas,1,249,249
42750,Surface Book,Tampa,5,1499,7495
42749,Xbox One S,Houston,3,299,897
43563,Xbox One S,Dallas,4,299,1196
43256,Xbox One,Dallas,4,249,996
43001,Surface Studio,Houston,2,2999,5998
43564,Surface Book,Atlanta,5,1499,7495
43522,Xbox One S,Atlanta,2,299,598
43507,Surface Studio,Tampa,1,2999,2999
43312,Xbox One S,Houston,1,299,299
42925,Xbox One,Washington D.C.,5,249,1245
43231,Surface Book,Miami,4,1499,5996
43116,Xbox One S,Dallas,5,299,1495
43436,Xbox One S,Washington D.C.,2,299,598
43708,Surface Studio,Houston,3,2999,8997
43087,Surface Studio,Atlanta,1,2999,2999
43661,Surface Studio,Washington D.C.,3,2999,8997
42744,Xbox One S,Houston,1,299,299
43178,Surface Book,Dallas,3,1499,4497
42749,Xbox One,Atlanta,5,249,1245
43810,Xbox One,Dallas,5,249,1245
43039,Xbox One S,Atlanta,3,299,897
43030,Surface Book,Tampa,3,1499,4497
43509,Surface Studio,Washington D.C.,1,2999,2999
43263,Surface Book,Atlanta,4,1499,5996
43077,Surface Book,Dallas,4,1499,5996
43737,Surface Studio,Atlanta,4,2999,11996
43513,Surface Studio,Washington D.C.,2,2999,5998
42905,Surface Studio,Dallas,5,2999,14995
43825,Surface Studio,Miami,2,2999,5998
43342,Xbox One S,Miami,1,299,299
43396,Xbox One,Dallas,5,249,1245
43682,Surface Pro 4,Dallas,1,899,899
43214,Xbox One S,Washington D.C.,1,299,299
42988,Xbox One,Miami,3,249,747
43435,Surface Book,Tampa,5,1499,7495
42896,Surface Pro 4,Atlanta,2,899,1798
43755,Xbox One,Miami,1,249,249
42854,Surface Book,Dallas,2,1499,2998
43488,Xbox One S,Houston,1,299,299
42778,Xbox One,Dallas,4,249,996
42796,Surface Pro 4,Dallas,5,899,4495
43420,Surface Pro 4,Atlanta,5,899,4495
43648,Xbox One,Tampa,2,249,498
43232,Surface Book,Tampa,2,1499,2998
43384,Surface Studio,Dallas,4,2999,11996
43385,Xbox One S,Tampa,3,299,897
43471,Surface Book,Houston,4,1499,5996
43102,Xbox One,Dallas,4,249,996
42848,Xbox One S,Dallas,2,299,598
43142,Surface Studio,Tampa,1,2999,2999
43611,Xbox One S,Houston,4,299,1196
43033,Surface Book,Miami,5,1499,7495
43596,Surface Pro 4,Washington D.C.,2,899,1798
42875,Xbox One,Atlanta,3,249,747
43539,Xbox One S,Tampa,5,299,1495
43270,Xbox One,Washington D.C.,5,249,1245
43277,Surface Pro 4,Dallas,1,899,899
43410,Surface Pro 4,Tampa,5,899,4495
43080,Surface Book,Miami,4,1499,5996
42736,Xbox One,Washington D.C.,4,249,996
42897,Surface Book,Houston,5,1499,7495
43602,Xbox One,Washington D.C.,1,249,249
43624,Surface Book,Miami,4,1499,5996
42917,Xbox One,Miami,4,249,996
42972,Xbox One S,Washington D.C.,5,299,1495
43294,Xbox One,Dallas,2,249,498
43247,Surface Book,Houston,3,1499,4497
42784,Surface Studio,Houston,2,2999,5998
43165,Surface Book,Atlanta,1,1499,1499
43706,Xbox One S,Dallas,4,299,1196
43493,Surface Studio,Houston,5,2999,14995
43103,Surface Pro 4,Houston,3,899,2697
43115,Xbox One,Tampa,4,249,996
43527,Surface Book,Tampa,1,1499,1499
43798,Xbox One,Dallas,3,249,747
43527,Xbox One,Miami,5,249,1245
43748,Xbox One,Washington D.C.,3,249,747
43004,Xbox One,Miami,3,249,747
43758,Surface Studio,Houston,5,2999,14995
43729,Surface Pro 4,Tampa,2,899,1798
43153,Surface Book,Miami,2,1499,2998
43339,Xbox One,Dallas,2,249,498
42935,Surface Studio,Atlanta,3,2999,8997
42739,Surface Book,Atlanta,5,1499,7495
42824,Surface Book,Houston,1,1499,1499
42912,Xbox One S,Atlanta,3,299,897
43264,Surface Pro 4,Washington D.C.,1,899,899
43084,Xbox One S,Atlanta,5,299,1495
42745,Xbox One S,Dallas,2,299,598
43132,Xbox One S,Tampa,5,299,1495
43413,Surface Pro 4,Atlanta,4,899,3596
43612,Surface Studio,Washington D.C.,2,2999,5998
43500,Surface Pro 4,Houston,3,899,2697
42857,Surface Pro 4,Tampa,2,899,1798
43731,Xbox One S,Tampa,1,299,299
43038,Surface Pro 4,Atlanta,5,899,4495
43126,Surface Book,Houston,5,1499,7495
43150,Surface Book,Miami,3,1499,4497
43360,Surface Book,Miami,5,1499,7495
42747,Surface Studio,Washington D.C.,3,2999,8997
43022,Xbox One,Dallas,5,249,1245
43255,Xbox One S,Atlanta,4,299,1196
42996,Surface Book,Miami,3,1499,4497
42996,Surface Book,Houston,4,1499,5996
43072,Surface Book,Tampa,2,1499,2998
43546,Xbox One,Atlanta,1,249,249
43720,Surface Studio,Dallas,5,2999,14995
42754,Surface Studio,Tampa,5,2999,14995
43662,Xbox One S,Washington D.C.,3,299,897
43332,Surface Book,Dallas,5,1499,7495
43254,Xbox One S,Dallas,5,299,1495
43291,Surface Book,Miami,3,1499,4497
43661,Surface Book,Dallas,2,1499,2998
43146,Xbox One,Atlanta,3,249,747
42979,Surface Pro 4,Houston,1,899,899
43035,Xbox One,Tampa,1,249,249
43707,Surface Studio,Washington D.C.,5,2999,14995
43270,Surface Book,Houston,3,1499,4497
42855,Surface Book,Houston,2,1499,2998
43113,Surface Studio,Atlanta,5,2999,14995
43825,Xbox One,Miami,2,249,498
42970,Surface Studio,Tampa,2,2999,5998
43237,Surface Studio,Houston,5,2999,14995
43462,Surface Studio,Miami,4,2999,11996
43298,Surface Pro 4,Washington D.C.,3,899,2697
43257,Xbox One S,Atlanta,2,299,598
43457,Xbox One S,Dallas,4,299,1196
42879,Xbox One,Washington D.C.,2,249,498
43007,Surface Pro 4,Houston,2,899,1798
43278,Xbox One,Miami,2,249,498
43699,Xbox One,Atlanta,2,249,498
42964,Xbox One S,Atlanta,2,299,598
43552,Surface Studio,Dallas,2,2999,5998
42748,Xbox One,Houston,5,249,1245
43082,Surface Book,Atlanta,5,1499,7495
43558,Xbox One S,Dallas,4,299,1196
42819,Surface Pro 4,Dallas,4,899,3596
43251,Xbox One,Atlanta,2,249,498
42823,Surface Studio,Houston,5,2999,14995
43047,Surface Pro 4,Tampa,4,899,3596
43345,Xbox One,Atlanta,2,249,498
43399,Xbox One,Houston,1,249,249
43581,Xbox One S,Tampa,2,299,598
43358,Surface Book,Tampa,3,1499,4497
43556,Surface Pro 4,Atlanta,4,899,3596
42918,Surface Studio,Houston,2,2999,5998
42874,Xbox One,Washington D.C.,3,249,747
42878,Xbox One S,Miami,3,299,897
43822,Surface Pro 4,Tampa,3,899,2697
42797,Surface Pro 4,Houston,3,899,2697
43185,Surface Studio,Houston,5,2999,14995
43742,Surface Studio,Atlanta,3,2999,8997
42751,Xbox One S,Dallas,3,299,897
43270,Surface Book,Tampa,2,1499,2998
43175,Xbox One,Dallas,2,249,498
43646,Xbox One,Tampa,3,249,747
43739,Surface Pro 4,Dallas,4,899,3596
42936,Xbox One S,Dallas,4,299,1196
43074,Surface Book,Dallas,5,1499,7495
43671,Xbox One S,Atlanta,4,299,1196
43031,Xbox One,Tampa,2,249,498
43254,Xbox One S,Atlanta,4,299,1196
43228,Xbox One,Miami,4,249,996
43442,Surface Studio,Tampa,1,2999,2999
43439,Xbox One,Houston,1,249,249
43040,Surface Studio,Washington D.C.,3,2999,8997
43741,Xbox One S,Washington D.C.,5,299,1495
42943,Xbox One S,Dallas,1,299,299
43414,Surface Studio,Tampa,2,2999,5998
43741,Xbox One,Miami,2,249,498
43562,Surface Studio,Dallas,5,2999,14995
43625,Xbox One S,Tampa,5,299,1495
43126,Xbox One S,Atlanta,5,299,1495
43587,Surface Pro 4,Houston,4,899,3596
43246,Surface Studio,Atlanta,4,2999,11996
42873,Xbox One,Dallas,2,249,498
43354,Surface Studio,Houston,5,2999,14995
42931,Surface Pro 4,Houston,2,899,1798
43600,Surface Book,Dallas,3,1499,4497
43262,Xbox One S,Houston,5,299,1495
43752,Surface Studio,Miami,1,2999,2999
43304,Surface Studio,Washington D.C.,5,2999,14995
42894,Surface Pro 4,Houston,5,899,4495
42970,Surface Pro 4,Houston,2,899,1798
43257,Surface Pro 4,Washington D.C.,1,899,899
42945,Surface Studio,Miami,3,2999,8997
43185,Xbox One,Washington D.C.,1,249,249
42782,Xbox One S,Miami,3,299,897
43187,Xbox One S,Houston,4,299,1196
43779,Xbox One,Tampa,1,249,249
43082,Xbox One,Tampa,4,249,996
43730,Surface Book,Dallas,3,1499,4497
43465,Xbox One,Miami,5,249,1245
43615,Surface Pro 4,Washington D.C.,4,899,3596
43768,Surface Pro 4,Washington D.C.,1,899,899
42784,Xbox One,Miami,1,249,249
43608,Surface Studio,Dallas,3,2999,8997
43713,Surface Book,Tampa,1,1499,1499
42995,Xbox One,Washington D.C.,2,249,498
43462,Xbox One,Tampa,3,249,747
42918,Xbox One S,Tampa,5,299,1495
42932,Xbox One S,Dallas,5,299,1495
42958,Surface Book,Houston,4,1499,5996
43530,Xbox One,Houston,4,249,996
43447,Xbox One S,Tampa,2,299,598
43510,Surface Pro 4,Houston,1,899,899
43195,Surface Book,Atlanta,3,1499,4497
43435,Surface Book,Houston,1,1499,1499
42829,Surface Book,Tampa,1,1499,1499
43386,Surface Studio,Miami,4,2999,11996
43250,Xbox One,Tampa,5,249,1245
43005,Xbox One,Washington D.C.,5,249,1245
42994,Surface Pro 4,Atlanta,5,899,4495
43136,Xbox One,Houston,3,249,747
43461,Surface Pro 4,Tampa,4,899,3596
43406,Xbox One S,Dallas,2,299,598
42818,Xbox One S,Atlanta,5,299,1495
43159,Surface Book,Tampa,4,1499,5996
43106,Surface Studio,Miami,2,2999,5998
43237,Surface Studio,Miami,4,2999,11996
42980,Surface Studio,Tampa,2,2999,5998
43498,Surface Pro 4,Houston,3,899,2697
42958,Surface Pro 4,Washington D.C.,4,899,3596
43751,Xbox One S,Houston,1,299,299
43491,Surface Pro 4,Miami,4,899,3596
43515,Xbox One,Washington D.C.,2,249,498
43604,Xbox One S,Atlanta,2,299,598
42850,Xbox One S,Atlanta,5,299,1495
43262,Xbox One,Atlanta,4,249,996
43814,Surface Book,Dallas,1,1499,1499
43489,Xbox One,Dallas,5,249,1245
43455,Xbox One S,Dallas,3,299,897
43343,Xbox One,Houston,3,249,747
43658,Xbox One,Washington D.C.,3,249,747
42976,Xbox One S,Miami,4,299,1196
43316,Xbox One S,Dallas,5,299,1495
43402,Xbox One,Miami,3,249,747
43449,Surface Book,Houston,1,1499,1499
43526,Surface Pro 4,Tampa,3,899,2697
42964,Surface Studio,Atlanta,5,2999,14995
42948,Xbox One,Atlanta,3,249,747
43437,Surface Pro 4,Tampa,4,899,3596
43744,Surface Pro 4,Washington D.C.,2,899,1798
43789,Surface Book,Houston,4,1499,5996
43188,Surface Book,Miami,4,1499,5996
43291,Xbox One,Tampa,5,249,1245
43034,Xbox One S,Miami,5,299,1495
43407,Xbox One S,Houston,1,299,299
43405,Surface Studio,Miami,4,2999,11996
43207,Surface Book,Houston,5,1499,7495
43633,Xbox One S,Tampa,4,299,1196
43439,Surface Book,Houston,1,1499,1499
43739,Surface Book,Atlanta,2,1499,2998
43130,Xbox One,Tampa,1,249,249
43019,Surface Book,Washington D.C.,1,1499,1499
42796,Surface Studio,Miami,2,2999,5998
43216,Surface Pro 4,Houston,2,899,1798
42748,Xbox One S,Tampa,3,299,897
43712,Surface Pro 4,Houston,4,899,3596
42999,Surface Book,Tampa,3,1499,4497
43771,Surface Studio,Washington D.C.,1,2999,2999
43018,Surface Pro 4,Tampa,2,899,1798
43181,Xbox One,Atlanta,2,249,498
43669,Surface Studio,Tampa,5,2999,14995
43781,Surface Studio,Atlanta,2,2999,5998
43528,Xbox One,Dallas,4,249,996
43763,Surface Pro 4,Dallas,4,899,3596
43075,Xbox One S,Miami,3,299,897
43727,Surface Pro 4,Atlanta,5,899,4495
42816,Surface Studio,Houston,5,2999,14995
43161,Surface Book,Houston,5,1499,7495
43390,Surface Book,Miami,4,1499,5996
42902,Xbox One,Miami,4,249,996
43305,Xbox One S,Atlanta,2,299,598
43107,Surface Pro 4,Dallas,2,899,1798
43379,Surface Book,Miami,2,1499,2998
43464,Xbox One S,Tampa,3,299,897
43162,Surface Studio,Houston,4,2999,11996
42820,Xbox One S,Miami,5,299,1495
42856,Surface Pro 4,Tampa,2,899,1798
43516,Surface Studio,Tampa,3,2999,8997
43170,Xbox One,Tampa,5,249,1245
42902,Xbox One S,Tampa,1,299,299
43551,Xbox One S,Washington D.C.,2,299,598
43219,Surface Book,Atlanta,1,1499,1499
43577,Xbox One,Dallas,5,249,1245
43305,Surface Pro 4,Tampa,5,899,4495
42965,Xbox One,Atlanta,5,249,1245
42824,Surface Pro 4,Miami,5,899,4495
43511,Surface Pro 4,Washington D.C.,1,899,899
43120,Xbox One,Tampa,1,249,249
43028,Surface Book,Dallas,4,1499,5996
43683,Xbox One,Washington D.C.,1,249,249
43700,Xbox One,Washington D.C.,1,249,249
43691,Xbox One S,Dallas,5,299,1495
43221,Xbox One,Washington D.C.,5,249,1245
43299,Xbox One S,Houston,2,299,598
43473,Surface Book,Dallas,1,1499,1499
42740,Xbox One S,Washington D.C.,2,299,598
43446,Surface Book,Miami,3,1499,4497
43621,Xbox One,Miami,2,249,498
43258,Surface Studio,Miami,4,2999,11996
42860,Xbox One S,Houston,5,299,1495
42866,Surface Studio,Houston,2,2999,5998
42972,Surface Studio,Houston,3,2999,8997
43363,Surface Studio,Washington D.C.,2,2999,5998
43040,Surface Book,Atlanta,5,1499,7495
43543,Surface Pro 4,Miami,5,899,4495
43257,Surface Studio,Washington D.C.,4,2999,11996
43209,Surface Pro 4,Washington D.C.,3,899,2697
43110,Xbox One,Miami,4,249,996
43509,Xbox One,Miami,2,249,498
43331,Xbox One,Miami,1,249,249
43269,Surface Studio,Dallas,4,2999,11996
43830,Surface Book,Atlanta,5,1499,7495
43619,Surface Studio,Tampa,1,2999,2999
43356,Surface Studio,Dallas,4,2999,11996
42748,Xbox One,Houston,4,249,996
43282,Surface Book,Dallas,3,1499,4497
43728,Xbox One,Dallas,3,249,747
43114,Surface Book,Houston,4,1499,5996
43095,Xbox One S,Dallas,5,299,1495
43195,Surface Studio,Dallas,1,2999,2999
42959,Xbox One,Miami,2,249,498
43665,Xbox One S,Tampa,1,299,299
42824,Surface Pro 4,Atlanta,1,899,899
42827,Xbox One S,Tampa,4,299,1196
43809,Surface Book,Tampa,5,1499,7495
43167,Surface Pro 4,Houston,4,899,3596
43519,Surface Book,Dallas,2,1499,2998
42818,Surface Studio,Houston,4,2999,11996
43820,Surface Pro 4,Dallas,5,899,4495
43812,Xbox One,Houston,5,249,1245
42901,Xbox One,Miami,3,249,747
42981,Surface Studio,Dallas,1,2999,2999
43733,Surface Pro 4,Houston,4,899,3596
43584,Surface Book,Dallas,4,1499,5996
42779,Xbox One S,Tampa,4,299,1196
42992,Surface Pro 4,Miami,2,899,1798
42756,Surface Pro 4,Houston,4,899,3596
42929,Surface Book,Tampa,5,1499,7495
43387,Xbox One S,Tampa,2,299,598
42976,Surface Studio,Houston,1,2999,2999
43428,Surface Book,Tampa,4,1499,5996
43801,Xbox One,Dallas,1,249,249
43477,Surface Studio,Washington D.C.,2,2999,5998
43654,Xbox One S,Dallas,4,299,1196
43209,Xbox One S,Washington D.C.,1,299,299
43111,Xbox One S,Washington D.C.,4,299,1196
43019,Surface Studio,Houston,5,2999,14995
43332,Surface Studio,Tampa,5,2999,14995
42873,Surface Studio,Miami,4,2999,11996
43818,Surface Studio,Tampa,3,2999,8997
43375,Surface Studio,Dallas,2,2999,5998
43510,Xbox One,Tampa,1,249,249
43501,Surface Studio,Tampa,2,2999,5998
42978,Surface Studio,Tampa,1,2999,2999
43001,Surface Pro 4,Washington D.C.,2,899,1798
43496,Surface Book,Miami,4,1499,5996
42775,Xbox One S,Dallas,1,299,299
43131,Surface Studio,Houston,1,2999,2999
43075,Xbox One S,Dallas,1,299,299
43807,Xbox One,Washington D.C.,4,249,996
43289,Xbox One,Miami,3,249,747
43234,Xbox One,Tampa,5,249,1245
43405,Surface Pro 4,Miami,1,899,899
42945,Surface Pro 4,Tampa,1,899,899
43658,Surface Book,Houston,5,1499,7495
43367,Surface Studio,Washington D.C.,2,2999,5998
42773,Xbox One S,Houston,4,299,1196
43005,Surface Book,Dallas,2,1499,2998
42913,Surface Studio,Tampa,1,2999,2999
43588,Surface Book,Houston,2,1499,2998
42980,Surface Book,Washington D.C.,2,1499,2998
42771,Xbox One,Miami,4,249,996
43014,Surface Book,Dallas,5,1499,7495
43470,Xbox One,Miami,3,249,747
43441,Xbox One,Dallas,5,249,1245
43713,Surface Book,Miami,3,1499,4497
43626,Surface Book,Tampa,5,1499,7495
43025,Surface Studio,Miami,3,2999,8997
43559,Xbox One,Tampa,4,249,996
42876,Surface Studio,Washington D.C.,1,2999,2999
43376,Surface Book,Tampa,5,1499,7495
43684,Surface Pro 4,Dallas,2,899,1798
43511,Surface Studio,Houston,2,2999,5998
43329,Xbox One S,Tampa,5,299,1495
43093,Surface Studio,Washington D.C.,3,2999,8997
43777,Surface Pro 4,Tampa,3,899,2697
43348,Surface Book,Dallas,4,1499,5996
43739,Surface Book,Atlanta,3,1499,4497
43455,Surface Studio,Washington D.C.,5,2999,14995
43269,Surface Studio,Houston,1,2999,2999
43319,Xbox One,Dallas,4,249,996
43291,Surface Pro 4,Houston,1,899,899
42881,Surface Book,Miami,5,1499,7495
42895,Surface Studio,Tampa,5,2999,14995
43781,Xbox One,Atlanta,3,249,747
43473,Surface Pro 4,Houston,4,899,3596
43289,Surface Pro 4,Washington D.C.,2,899,1798
43316,Xbox One S,Washington D.C.,3,299,897
43619,Xbox One S,Dallas,5,299,1495
43340,Xbox One,Tampa,2,249,498
42748,Surface Pro 4,Miami,5,899,4495
43186,Xbox One S,Miami,2,299,598
42962,Xbox One,Houston,4,249,996
43219,Xbox One S,Washington D.C.,1,299,299
43379,Xbox One,Tampa,5,249,1245
42986,Surface Pro 4,Atlanta,2,899,1798
42969,Surface Studio,Atlanta,3,2999,8997
43011,Surface Studio,Houston,1,2999,2999
43526,Xbox One S,Dallas,4,299,1196
43021,Xbox One S,Miami,5,299,1495
43648,Xbox One,Miami,5,249,1245
43366,Surface Studio,Atlanta,1,2999,2999
43569,Surface Pro 4,Miami,1,899,899
43038,Surface Studio,Washington D.C.,2,2999,5998
43543,Xbox One S,Tampa,5,299,1495
43650,Xbox One S,Dallas,5,299,1495
42849,Surface Pro 4,Miami,2,899,1798
43622,Surface Studio,Tampa,5,2999,14995
43350,Surface Studio,Atlanta,4,2999,11996
42787,Surface Pro 4,Washington D.C.,1,899,899
43168,Xbox One,Washington D.C.,4,249,996
43403,Surface Studio,Atlanta,3,2999,8997
42838,Xbox One S,Tampa,2,299,598
43239,Xbox One S,Atlanta,3,299,897
43354,Surface Pro 4,Houston,3,899,2697
43819,Surface Studio,Dallas,5,2999,14995
43429,Surface Studio,Atlanta,3,2999,8997
43047,Surface Pro 4,Dallas,1,899,899
43193,Surface Book,Tampa,4,1499,5996
43600,Xbox One,Miami,1,249,249
43083,Xbox One,Houston,5,249,1245
42871,Surface Studio,Washington D.C.,2,2999,5998
43030,Xbox One S,Dallas,3,299,897
42971,Xbox One S,Dallas,2,299,598
43516,Surface Studio,Dallas,1,2999,2999
43745,Surface Pro 4,Miami,1,899,899
43440,Surface Studio,Miami,2,2999,5998
43155,Xbox One,Atlanta,2,249,498
43722,Surface Pro 4,Tampa,5,899,4495
43480,Surface Book,Dallas,3,1499,4497
43311,Surface Pro 4,Washington D.C.,5,899,4495
42771,Xbox One,Atlanta,2,249,498
43100,Surface Pro 4,Washington D.C.,3,899,2697
43113,Surface Book,Miami,3,1499,4497
43649,Surface Studio,Dallas,2,2999,5998
43668,Surface Studio,Washington D.C.,3,2999,8997
43408,Xbox One S,Atlanta,2,299,598
43605,Surface Studio,Houston,4,2999,11996
43568,Xbox One,Miami,2,249,498
43685,Xbox One S,Washington D.C.,2,299,598
42854,Surface Studio,Miami,3,2999,8997
43220,Surface Studio,Atlanta,5,2999,14995
43190,Surface Book,Tampa,5,1499,7495
43050,Surface Book,Dallas,1,1499,1499
43590,Surface Pro 4,Houston,4,899,3596
43536,Surface Pro 4,Miami,5,899,4495
42954,Surface Pro 4,Atlanta,5,899,4495
43597,Xbox One,Dallas,4,249,996
43272,Surface Studio,Washington D.C.,3,2999,8997
42880,Xbox One,Washington D.C.,2,249,498
43159,Xbox One S,Houston,2,299,598
43282,Surface Book,Washington D.C.,1,1499,1499
43367,Xbox One,Tampa,4,249,996
43746,Xbox One,Dallas,3,249,747
43705,Surface Pro 4,Miami,5,899,4495
42952,Surface Studio,Tampa,1,2999,2999
43041,Surface Book,Washington D.C.,4,1499,5996
43502,Surface Book,Atlanta,2,1499,2998
43535,Xbox One,Miami,1,249,249
43579,Xbox One S,Dallas,2,299,598
43437,Surface Studio,Washington D.C.,3,2999,8997
42860,Surface Studio,Miami,5,2999,14995
43264,Surface Studio,Atlanta,5,2999,14995
43236,Xbox One,Houston,3,249,747
43668,Xbox One,Tampa,1,249,249
43511,Surface Pro 4,Washington D.C.,5,899,4495
43205,Surface Studio,Atlanta,1,2999,2999
43218,Xbox One,Tampa,5,249,1245
43292,Surface Pro 4,Miami,4,899,3596
42746,Xbox One S,Tampa,3,299,897
43378,Xbox One S,Atlanta,3,299,897
43168,Surface Studio,Tampa,3,2999,8997
43559,Surface Pro 4,Tampa,2,899,1798
43098,Xbox One,Tampa,1,249,249
43092,Surface Book,Dallas,3,1499,4497
42991,Xbox One,Dallas,3,249,747
43015,Xbox One S,Washington D.C.,4,299,1196
43234,Surface Book,Atlanta,5,1499,7495
43328,Xbox One,Miami,3,249,747
43345,Surface Studio,Dallas,1,2999,2999
43777,Xbox One,Houston,2,249,498
43421,Surface Pro 4,Washington D.C.,4,899,3596
43568,Xbox One S,Atlanta,5,299,1495
43180,Xbox One S,Washington D.C.,5,299,1495
43320,Surface Pro 4,Miami,2,899,1798
43052,Surface Book,Dallas,3,1499,4497
43259,Surface Pro 4,Atlanta,5,899,4495
43687,Xbox One,Atlanta,3,249,747
43144,Surface Studio,Miami,1,2999,2999
43307,Surface Book,Dallas,1,1499,1499
43211,Surface Studio,Dallas,3,2999,8997
43686,Surface Pro 4,Dallas,4,899,3596
42805,Surface Studio,Atlanta,4,2999,11996
42805,Xbox One,Houston,5,249,1245
