Date	Item	Store	Units Sold	Unit Price	Sales Amount
43124	Surface Studio	San Diego	3	2999	8997
42884	Surface Pro 4	Phoenix	2	899	1798
42802	Surface Studio	San Diego	4	2999	11996
42858	Xbox One S	San Diego	3	299	897
42793	Xbox One S	San Francisco	3	299	897
43594	Surface Book	Phoenix	5	1499	7495
42776	Xbox One	San Diego	1	249	249
43586	Surface Pro 4	Seattle	4	899	3596
43713	Surface Studio	San Francisco	2	2999	5998
43563	Surface Book	Phoenix	1	1499	1499
43106	Surface Book	San Francisco	2	1499	2998
43656	Xbox One S	Seattle	5	299	1495
42743	Surface Pro 4	San Francisco	2	899	1798
42878	Surface Book	San Francisco	5	1499	7495
43426	Xbox One S	Phoenix	2	299	598
43349	Xbox One	Phoenix	2	249	498
43433	Xbox One S	San Diego	1	299	299
43421	Surface Studio	Los Angeles	3	2999	8997
43486	Xbox One	San Diego	4	249	996
43462	Xbox One S	Los Angeles	4	299	1196
43753	Surface Pro 4	Seattle	1	899	899
43742	Surface Pro 4	San Diego	3	899	2697
43330	Xbox One S	Los Angeles	5	299	1495
43785	Xbox One S	San Diego	3	299	897
43368	Xbox One S	Phoenix	4	299	1196
43736	Surface Pro 4	Los Angeles	3	899	2697
42784	Xbox One	Seattle	2	249	498
43242	Surface Studio	Los Angeles	3	2999	8997
43823	Xbox One	San Francisco	3	249	747
43704	Xbox One	San Diego	4	249	996
43651	Xbox One	Los Angeles	4	249	996
43717	Surface Pro 4	San Diego	3	899	2697
43372	Surface Pro 4	Phoenix	2	899	1798
43696	Surface Studio	Seattle	1	2999	2999
43372	Surface Pro 4	Los Angeles	3	899	2697
43663	Surface Studio	San Diego	5	2999	14995
42991	Surface Book	San Diego	5	1499	7495
43124	Surface Pro 4	Los Angeles	2	899	1798
42998	Surface Studio	San Francisco	2	2999	5998
42843	Xbox One	Seattle	4	249	996
43520	Surface Studio	Seattle	4	2999	11996
43429	Xbox One S	San Francisco	2	299	598
42781	Xbox One S	San Diego	3	299	897
42817	Xbox One S	Phoenix	5	299	1495
43779	Surface Book	San Francisco	3	1499	4497
43425	Surface Studio	San Diego	2	2999	5998
43505	Surface Book	San Francisco	2	1499	2998
43679	Surface Pro 4	San Diego	4	899	3596
43655	Surface Pro 4	Phoenix	4	899	3596
43009	Surface Book	San Francisco	1	1499	1499
43378	Surface Pro 4	San Francisco	3	899	2697
42753	Surface Studio	San Diego	3	2999	8997
43184	Surface Studio	Phoenix	3	2999	8997
43422	Surface Book	San Francisco	2	1499	2998
42926	Xbox One S	Seattle	4	299	1196
43687	Surface Pro 4	Los Angeles	3	899	2697
43491	Surface Pro 4	Los Angeles	3	899	2697
42830	Surface Book	Phoenix	3	1499	4497
43377	Xbox One S	Los Angeles	3	299	897
43572	Xbox One S	Seattle	3	299	897
43743	Xbox One	San Diego	3	249	747
43519	Surface Pro 4	San Francisco	4	899	3596
42935	Xbox One S	Los Angeles	5	299	1495
43766	Xbox One	Seattle	5	249	1245
43512	Surface Studio	Los Angeles	2	2999	5998
43794	Surface Book	Seattle	3	1499	4497
42807	Surface Book	Phoenix	2	1499	2998
43640	Xbox One S	Los Angeles	2	299	598
42958	Surface Book	Seattle	1	1499	1499
43162	Surface Book	San Diego	1	1499	1499
42884	Xbox One	San Diego	4	249	996
43273	Xbox One	Seattle	4	249	996
43368	Xbox One	Los Angeles	2	249	498
43335	Surface Studio	San Francisco	2	2999	5998
43041	Surface Pro 4	Phoenix	4	899	3596
42966	Surface Book	San Diego	2	1499	2998
43616	Surface Studio	Los Angeles	5	2999	14995
43800	Xbox One	Seattle	4	249	996
43185	Xbox One S	Seattle	2	299	598
42769	Xbox One	Phoenix	2	249	498
43215	Xbox One	San Diego	3	249	747
43578	Xbox One S	Los Angeles	5	299	1495
43193	Surface Book	Seattle	4	1499	5996
42979	Xbox One S	San Francisco	5	299	1495
43328	Surface Book	San Diego	3	1499	4497
43610	Xbox One	San Diego	3	249	747
43764	Surface Studio	San Francisco	3	2999	8997
42966	Xbox One S	Los Angeles	5	299	1495
43191	Surface Book	San Diego	1	1499	1499
43196	Surface Book	San Francisco	5	1499	7495
43015	Surface Pro 4	Seattle	5	899	4495
43638	Xbox One S	Los Angeles	4	299	1196
43137	Xbox One	San Diego	4	249	996
43668	Surface Pro 4	San Francisco	1	899	899
42993	Xbox One S	San Diego	5	299	1495
43735	Surface Book	Phoenix	4	1499	5996
42869	Surface Studio	San Francisco	2	2999	5998
43140	Surface Studio	Phoenix	5	2999	14995
43648	Xbox One S	San Francisco	2	299	598
42920	Xbox One	San Francisco	2	249	498
43110	Surface Book	Seattle	3	1499	4497
43162	Surface Studio	Los Angeles	3	2999	8997
43487	Xbox One S	San Francisco	3	299	897
43746	Surface Book	Phoenix	1	1499	1499
43734	Surface Studio	Phoenix	4	2999	11996
43738	Xbox One S	Seattle	1	299	299
43241	Xbox One S	Phoenix	5	299	1495
43605	Surface Book	San Francisco	2	1499	2998
43630	Surface Studio	Los Angeles	4	2999	11996
43042	Surface Pro 4	Phoenix	2	899	1798
43681	Xbox One	San Francisco	4	249	996
43299	Xbox One	Phoenix	3	249	747
43274	Surface Studio	San Diego	2	2999	5998
43510	Xbox One	Phoenix	1	249	249
43608	Surface Pro 4	San Diego	4	899	3596
43227	Xbox One	San Diego	3	249	747
43373	Surface Pro 4	San Francisco	5	899	4495
43647	Xbox One S	Seattle	4	299	1196
43346	Surface Book	Los Angeles	3	1499	4497
43462	Xbox One S	Seattle	1	299	299
43723	Xbox One	Los Angeles	5	249	1245
43268	Surface Pro 4	San Diego	4	899	3596
43654	Xbox One	San Francisco	4	249	996
43799	Surface Book	Phoenix	2	1499	2998
42856	Xbox One	Los Angeles	5	249	1245
43386	Surface Book	San Diego	3	1499	4497
43753	Surface Book	San Francisco	1	1499	1499
42895	Surface Studio	San Francisco	4	2999	11996
42803	Xbox One S	Los Angeles	5	299	1495
42911	Surface Pro 4	San Francisco	2	899	1798
43527	Xbox One S	Los Angeles	3	299	897
43397	Xbox One S	Phoenix	2	299	598
42959	Surface Pro 4	San Diego	4	899	3596
43719	Xbox One S	Seattle	4	299	1196
43143	Xbox One S	Seattle	4	299	1196
42966	Xbox One	San Francisco	5	249	1245
43443	Surface Studio	Seattle	1	2999	2999
43634	Surface Pro 4	Seattle	3	899	2697
43086	Surface Pro 4	San Francisco	2	899	1798
43592	Surface Pro 4	Los Angeles	4	899	3596
43147	Surface Pro 4	Seattle	4	899	3596
43636	Xbox One	Phoenix	4	249	996
43012	Xbox One S	Phoenix	4	299	1196
43627	Xbox One S	San Diego	1	299	299
43074	Surface Pro 4	San Francisco	4	899	3596
43262	Xbox One	Phoenix	1	249	249
42931	Xbox One S	Los Angeles	3	299	897
42973	Xbox One	Seattle	3	249	747
43070	Surface Pro 4	Los Angeles	5	899	4495
43067	Surface Pro 4	Los Angeles	4	899	3596
42975	Xbox One S	Los Angeles	4	299	1196
43745	Surface Pro 4	Seattle	3	899	2697
42951	Surface Pro 4	Los Angeles	5	899	4495
43022	Surface Studio	Los Angeles	3	2999	8997
43218	Xbox One S	Los Angeles	3	299	897
43773	Xbox One	San Francisco	1	249	249
43830	Surface Studio	Phoenix	3	2999	8997
43006	Surface Studio	Phoenix	5	2999	14995
43652	Surface Studio	Los Angeles	2	2999	5998
42752	Surface Book	San Francisco	4	1499	5996
43371	Surface Book	San Diego	1	1499	1499
43332	Surface Pro 4	San Francisco	3	899	2697
43257	Xbox One	Seattle	3	249	747
43136	Surface Pro 4	San Diego	3	899	2697
43774	Surface Book	Phoenix	5	1499	7495
43525	Surface Pro 4	Los Angeles	1	899	899
43196	Surface Studio	Seattle	3	2999	8997
43102	Surface Studio	Los Angeles	4	2999	11996
42785	Xbox One S	San Francisco	1	299	299
43172	Xbox One S	Los Angeles	3	299	897
43013	Xbox One S	San Francisco	5	299	1495
43067	Surface Pro 4	Los Angeles	2	899	1798
42874	Surface Book	Phoenix	1	1499	1499
43003	Xbox One S	Seattle	4	299	1196
43386	Xbox One	Seattle	3	249	747
43011	Surface Book	Phoenix	2	1499	2998
43217	Surface Book	San Diego	4	1499	5996
43367	Xbox One S	San Francisco	4	299	1196
42891	Surface Pro 4	San Diego	2	899	1798
43361	Surface Studio	Seattle	5	2999	14995
42827	Surface Pro 4	San Francisco	4	899	3596
43700	Surface Studio	San Francisco	4	2999	11996
43244	Surface Book	San Francisco	5	1499	7495
43480	Xbox One S	Los Angeles	4	299	1196
43175	Surface Studio	San Diego	3	2999	8997
42980	Surface Book	San Francisco	3	1499	4497
43290	Xbox One S	Phoenix	3	299	897
43186	Xbox One S	San Diego	4	299	1196
42869	Surface Studio	Seattle	5	2999	14995
43283	Surface Book	San Diego	4	1499	5996
43754	Surface Pro 4	San Diego	1	899	899
43366	Xbox One S	Seattle	1	299	299
42955	Surface Pro 4	San Diego	4	899	3596
43359	Surface Book	San Diego	4	1499	5996
43444	Xbox One	Seattle	1	249	249
42744	Surface Pro 4	Los Angeles	5	899	4495
42985	Surface Studio	Seattle	2	2999	5998
43441	Surface Pro 4	Phoenix	3	899	2697
43651	Surface Book	Seattle	5	1499	7495
43305	Surface Book	Phoenix	4	1499	5996
43099	Surface Pro 4	Los Angeles	3	899	2697
42781	Surface Book	Phoenix	3	1499	4497
42940	Xbox One	Los Angeles	1	249	249
43624	Xbox One	San Francisco	2	249	498
43689	Surface Studio	San Diego	2	2999	5998
43178	Surface Pro 4	Phoenix	3	899	2697
43280	Surface Book	Seattle	4	1499	5996
43479	Xbox One S	Los Angeles	5	299	1495
43783	Xbox One S	Phoenix	3	299	897
42935	Surface Pro 4	San Francisco	5	899	4495
43237	Surface Book	Seattle	5	1499	7495
43410	Surface Book	San Francisco	1	1499	1499
43482	Surface Pro 4	Phoenix	1	899	899
43743	Xbox One	Phoenix	1	249	249
42861	Xbox One	San Francisco	5	249	1245
43300	Xbox One S	San Francisco	4	299	1196
43817	Surface Book	Seattle	1	1499	1499
43548	Xbox One S	Seattle	2	299	598
43781	Surface Book	Los Angeles	3	1499	4497
43211	Surface Book	Seattle	3	1499	4497
43654	Surface Pro 4	San Diego	2	899	1798
43756	Surface Book	San Diego	3	1499	4497
43089	Xbox One	San Francisco	1	249	249
42809	Xbox One	Phoenix	3	249	747
43689	Xbox One	Los Angeles	2	249	498
42995	Xbox One S	San Diego	1	299	299
43418	Xbox One S	Seattle	4	299	1196
43705	Surface Studio	San Francisco	3	2999	8997
43355	Surface Pro 4	San Diego	3	899	2697
42868	Xbox One	San Francisco	1	249	249
43195	Surface Book	Los Angeles	5	1499	7495
42908	Xbox One	San Francisco	4	249	996
43142	Xbox One S	San Diego	2	299	598
42946	Xbox One S	Los Angeles	5	299	1495
43498	Xbox One	San Diego	5	249	1245
42751	Xbox One	San Francisco	5	249	1245
43814	Surface Studio	San Diego	3	2999	8997
43704	Surface Pro 4	Seattle	2	899	1798
43812	Surface Book	Phoenix	2	1499	2998
43118	Xbox One	San Diego	2	249	498
42962	Surface Pro 4	San Diego	2	899	1798
43519	Surface Pro 4	San Diego	3	899	2697
43435	Xbox One	Los Angeles	1	249	249
43082	Surface Book	Seattle	5	1499	7495
42959	Surface Studio	Phoenix	3	2999	8997
43803	Surface Studio	Los Angeles	2	2999	5998
43656	Xbox One	Seattle	4	249	996
42784	Xbox One	Los Angeles	4	249	996
43444	Xbox One S	San Diego	3	299	897
43159	Surface Book	Los Angeles	2	1499	2998
43546	Xbox One	San Francisco	1	249	249
42883	Surface Pro 4	Phoenix	2	899	1798
42961	Xbox One	San Francisco	5	249	1245
43451	Xbox One S	Seattle	2	299	598
43347	Xbox One	Seattle	2	249	498
43014	Surface Pro 4	Los Angeles	1	899	899
42805	Surface Pro 4	Phoenix	4	899	3596
43291	Surface Studio	San Diego	5	2999	14995
43161	Surface Pro 4	San Diego	3	899	2697
42951	Surface Studio	Los Angeles	2	2999	5998
43366	Surface Pro 4	San Diego	4	899	3596
43468	Xbox One S	San Diego	4	299	1196
43154	Surface Pro 4	Phoenix	4	899	3596
42764	Surface Studio	San Diego	2	2999	5998
43782	Xbox One S	Phoenix	1	299	299
42821	Xbox One S	San Diego	2	299	598
43780	Surface Pro 4	San Diego	3	899	2697
42862	Xbox One	San Diego	1	249	249
43468	Surface Book	Seattle	2	1499	2998
43002	Xbox One	Phoenix	3	249	747
43031	Xbox One S	Seattle	2	299	598
43628	Surface Book	Phoenix	1	1499	1499
42858	Xbox One	Phoenix	3	249	747
43025	Xbox One S	Phoenix	3	299	897
43062	Surface Studio	San Francisco	2	2999	5998
42763	Surface Studio	San Francisco	1	2999	2999
43482	Xbox One	Seattle	5	249	1245
43233	Xbox One	San Diego	4	249	996
42750	Xbox One	Phoenix	5	249	1245
43502	Surface Book	Los Angeles	4	1499	5996
43473	Surface Studio	San Diego	1	2999	2999
43204	Xbox One	Phoenix	2	249	498
43760	Surface Studio	Seattle	5	2999	14995
43605	Xbox One	Seattle	4	249	996
42737	Xbox One	Los Angeles	2	249	498
43055	Surface Book	San Diego	1	1499	1499
43115	Xbox One S	Seattle	1	299	299
43009	Xbox One	Phoenix	5	249	1245
43630	Xbox One S	San Francisco	1	299	299
42737	Surface Pro 4	San Francisco	4	899	3596
43347	Xbox One S	San Diego	4	299	1196
42803	Surface Studio	Los Angeles	3	2999	8997
42738	Surface Pro 4	Los Angeles	4	899	3596
43615	Surface Book	Phoenix	2	1499	2998
43484	Surface Pro 4	Los Angeles	4	899	3596
42858	Surface Studio	Phoenix	2	2999	5998
43156	Surface Book	Seattle	2	1499	2998
43586	Xbox One S	San Diego	3	299	897
42917	Surface Book	Los Angeles	1	1499	1499
43559	Xbox One S	Phoenix	4	299	1196
43666	Xbox One	San Diego	5	249	1245
43280	Surface Book	Los Angeles	1	1499	1499
42796	Surface Book	Phoenix	1	1499	1499
43815	Surface Pro 4	San Diego	5	899	4495
43238	Xbox One S	San Diego	3	299	897
43647	Surface Book	San Diego	1	1499	1499
43620	Xbox One S	Los Angeles	5	299	1495
43796	Surface Pro 4	San Francisco	2	899	1798
43488	Surface Studio	San Francisco	5	2999	14995
42775	Xbox One S	Seattle	1	299	299
43520	Surface Studio	San Diego	1	2999	2999
42991	Surface Studio	Los Angeles	4	2999	11996
43610	Surface Pro 4	San Francisco	1	899	899
43424	Surface Pro 4	Phoenix	1	899	899
43170	Xbox One	Los Angeles	2	249	498
42791	Surface Pro 4	San Francisco	1	899	899
43139	Surface Studio	Phoenix	5	2999	14995
43288	Surface Studio	San Diego	2	2999	5998
43760	Surface Pro 4	Phoenix	4	899	3596
42983	Surface Pro 4	Los Angeles	1	899	899
43505	Surface Studio	Los Angeles	4	2999	11996
43242	Surface Book	Los Angeles	2	1499	2998
43021	Surface Pro 4	Los Angeles	2	899	1798
43745	Surface Studio	San Francisco	3	2999	8997
43710	Xbox One S	Seattle	1	299	299
43803	Xbox One S	Phoenix	1	299	299
43597	Surface Book	Seattle	4	1499	5996
42853	Surface Studio	San Francisco	1	2999	2999
43032	Xbox One S	San Francisco	4	299	1196
43338	Surface Book	Seattle	1	1499	1499
43169	Surface Pro 4	Seattle	5	899	4495
43375	Xbox One	Los Angeles	2	249	498
43362	Surface Studio	San Francisco	2	2999	5998
43474	Xbox One S	Seattle	5	299	1495
43772	Xbox One S	Phoenix	2	299	598
43212	Surface Pro 4	Los Angeles	2	899	1798
43717	Xbox One	Phoenix	4	249	996
43564	Xbox One S	San Diego	4	299	1196
43271	Surface Studio	San Diego	4	2999	11996
43038	Xbox One S	San Francisco	5	299	1495
43309	Surface Studio	Los Angeles	2	2999	5998
43365	Xbox One	Seattle	1	249	249
43572	Surface Pro 4	Phoenix	1	899	899
42756	Xbox One S	Seattle	1	299	299
43643	Xbox One S	Los Angeles	5	299	1495
43314	Xbox One S	San Francisco	5	299	1495
43604	Surface Studio	San Francisco	5	2999	14995
43220	Surface Pro 4	San Diego	3	899	2697
43520	Surface Book	San Diego	5	1499	7495
43196	Xbox One	San Diego	3	249	747
43236	Xbox One S	San Diego	5	299	1495
43679	Surface Book	Los Angeles	4	1499	5996
43677	Surface Book	San Francisco	4	1499	5996
43055	Surface Studio	Phoenix	5	2999	14995
43507	Surface Pro 4	San Diego	3	899	2697
43647	Xbox One S	San Francisco	1	299	299
43643	Xbox One S	Los Angeles	3	299	897
42942	Surface Book	San Diego	4	1499	5996
42852	Surface Studio	Seattle	3	2999	8997
43346	Xbox One	Los Angeles	5	249	1245
43506	Surface Book	Seattle	4	1499	5996
43576	Surface Book	San Francisco	2	1499	2998
43315	Xbox One	Phoenix	2	249	498
42773	Xbox One	Phoenix	5	249	1245
43385	Surface Book	Phoenix	2	1499	2998
43463	Surface Book	Seattle	5	1499	7495
43784	Xbox One	Los Angeles	2	249	498
43470	Surface Pro 4	San Francisco	3	899	2697
43790	Surface Book	San Francisco	3	1499	4497
43119	Surface Pro 4	San Francisco	3	899	2697
43543	Surface Studio	San Diego	4	2999	11996
43167	Surface Studio	San Diego	3	2999	8997
43417	Surface Studio	San Francisco	1	2999	2999
43321	Surface Pro 4	San Diego	4	899	3596
42891	Xbox One	San Diego	5	249	1245
43760	Xbox One	Seattle	5	249	1245
43557	Xbox One	Phoenix	3	249	747
43023	Surface Pro 4	Los Angeles	5	899	4495
43386	Xbox One S	Seattle	1	299	299
42851	Surface Pro 4	San Francisco	1	899	899
43543	Surface Studio	San Diego	4	2999	11996
43682	Xbox One S	Seattle	2	299	598
42930	Xbox One S	Seattle	2	299	598
43686	Surface Pro 4	Phoenix	4	899	3596
43643	Xbox One	San Francisco	4	249	996
42821	Xbox One	Seattle	3	249	747
42958	Surface Book	Los Angeles	4	1499	5996
43521	Surface Studio	San Francisco	2	2999	5998
43058	Surface Studio	Seattle	5	2999	14995
43650	Surface Pro 4	San Diego	3	899	2697
42852	Surface Book	San Diego	3	1499	4497
43638	Surface Book	San Diego	3	1499	4497
43777	Surface Pro 4	Los Angeles	4	899	3596
43205	Surface Book	Seattle	1	1499	1499
43685	Surface Pro 4	Los Angeles	4	899	3596
43586	Xbox One S	Los Angeles	5	299	1495
43033	Surface Studio	Los Angeles	1	2999	2999
43036	Xbox One S	Seattle	1	299	299
43789	Surface Studio	Los Angeles	2	2999	5998
43248	Surface Book	Los Angeles	3	1499	4497
43800	Xbox One	San Diego	2	249	498
43480	Surface Book	Seattle	5	1499	7495
43497	Xbox One	San Diego	3	249	747
43581	Surface Studio	Los Angeles	5	2999	14995
43600	Surface Studio	Seattle	5	2999	14995
43172	Surface Pro 4	Seattle	4	899	3596
42776	Surface Pro 4	Los Angeles	1	899	899
43439	Surface Book	Phoenix	4	1499	5996
43797	Surface Studio	San Diego	2	2999	5998
42881	Xbox One	San Diego	1	249	249
43622	Xbox One	San Francisco	3	249	747
43243	Surface Studio	San Diego	4	2999	11996
43717	Xbox One S	San Francisco	5	299	1495
43490	Surface Studio	San Diego	4	2999	11996
43687	Xbox One	San Diego	5	249	1245
42846	Xbox One	Phoenix	3	249	747
43082	Xbox One	Phoenix	5	249	1245
42808	Xbox One	Los Angeles	1	249	249
43234	Xbox One S	Seattle	1	299	299
43067	Surface Studio	Los Angeles	1	2999	2999
43045	Surface Studio	San Francisco	3	2999	8997
43312	Surface Studio	Seattle	4	2999	11996
42912	Xbox One S	San Francisco	4	299	1196
42780	Surface Pro 4	Phoenix	5	899	4495
42985	Surface Book	Phoenix	1	1499	1499
43673	Xbox One S	San Francisco	1	299	299
43569	Xbox One S	Los Angeles	4	299	1196
43279	Surface Pro 4	Los Angeles	4	899	3596
42892	Xbox One S	San Diego	1	299	299
43535	Xbox One S	Seattle	4	299	1196
43358	Surface Book	San Diego	4	1499	5996
43059	Surface Studio	Los Angeles	5	2999	14995
43248	Surface Pro 4	Phoenix	3	899	2697
42979	Xbox One	San Francisco	3	249	747
43312	Xbox One	Phoenix	1	249	249
42763	Surface Book	Phoenix	2	1499	2998
43122	Surface Pro 4	Los Angeles	4	899	3596
42900	Xbox One	Phoenix	3	249	747
43136	Surface Studio	Phoenix	1	2999	2999
42848	Surface Book	Phoenix	4	1499	5996
43678	Surface Pro 4	Seattle	1	899	899
42885	Surface Pro 4	Seattle	3	899	2697
42837	Xbox One S	San Diego	3	299	897
42967	Surface Pro 4	Phoenix	1	899	899
42953	Xbox One	Phoenix	2	249	498
42906	Surface Pro 4	Seattle	1	899	899
43021	Surface Studio	Seattle	3	2999	8997
43073	Xbox One	Los Angeles	3	249	747
42939	Surface Book	San Francisco	2	1499	2998
43023	Surface Pro 4	San Diego	4	899	3596
43020	Xbox One	San Diego	2	249	498
43647	Xbox One	Seattle	2	249	498
43626	Surface Pro 4	San Diego	1	899	899
42776	Xbox One	Seattle	2	249	498
43221	Xbox One	San Diego	4	249	996
42763	Surface Pro 4	Los Angeles	1	899	899
43409	Xbox One	Los Angeles	3	249	747
43498	Xbox One S	Seattle	2	299	598
43289	Surface Studio	San Francisco	5	2999	14995
43434	Xbox One	San Diego	5	249	1245
43351	Surface Book	San Diego	2	1499	2998
43062	Surface Pro 4	Los Angeles	3	899	2697
43648	Xbox One S	San Diego	3	299	897
43718	Xbox One S	Phoenix	1	299	299
43472	Surface Pro 4	Phoenix	2	899	1798
43501	Surface Studio	San Francisco	4	2999	11996
42856	Surface Pro 4	Phoenix	3	899	2697
42938	Surface Pro 4	Los Angeles	2	899	1798
43219	Surface Book	Seattle	4	1499	5996
43201	Surface Studio	San Diego	5	2999	14995
43748	Surface Book	San Francisco	1	1499	1499
43369	Surface Book	Seattle	3	1499	4497
42842	Xbox One	San Francisco	3	249	747
42881	Xbox One S	San Francisco	5	299	1495
43492	Surface Book	San Diego	5	1499	7495
42932	Surface Studio	Seattle	2	2999	5998
42872	Surface Book	Phoenix	5	1499	7495
42807	Xbox One	Phoenix	2	249	498
43303	Xbox One S	Seattle	1	299	299
43703	Xbox One	San Diego	1	249	249
43229	Surface Book	San Francisco	1	1499	1499
43745	Surface Studio	Phoenix	3	2999	8997
43025	Surface Book	Los Angeles	3	1499	4497
43160	Surface Book	Phoenix	3	1499	4497
43170	Surface Studio	Los Angeles	4	2999	11996
42787	Xbox One	Seattle	4	249	996
43219	Surface Pro 4	Seattle	1	899	899
42848	Xbox One S	San Francisco	2	299	598
43333	Surface Book	San Diego	3	1499	4497
43631	Surface Studio	Los Angeles	5	2999	14995
43325	Xbox One	San Francisco	5	249	1245
42862	Xbox One S	Los Angeles	5	299	1495
43089	Surface Studio	Phoenix	4	2999	11996
43426	Surface Book	Phoenix	5	1499	7495
43577	Surface Book	Seattle	5	1499	7495
43691	Surface Book	Los Angeles	2	1499	2998
42976	Surface Pro 4	San Diego	1	899	899
43299	Surface Pro 4	Seattle	3	899	2697
43104	Xbox One	Seattle	2	249	498
43257	Surface Book	Phoenix	3	1499	4497
42829	Surface Pro 4	San Francisco	4	899	3596
42745	Surface Pro 4	Seattle	3	899	2697
43456	Surface Studio	Phoenix	1	2999	2999
42917	Xbox One S	Phoenix	3	299	897
43318	Xbox One	San Diego	5	249	1245
43395	Surface Pro 4	Seattle	5	899	4495
42927	Surface Studio	Los Angeles	5	2999	14995
43302	Xbox One	San Diego	3	249	747
42946	Xbox One	San Francisco	2	249	498
43299	Xbox One S	Los Angeles	1	299	299
43151	Surface Book	Seattle	1	1499	1499
43008	Xbox One S	Seattle	3	299	897
43427	Xbox One	San Francisco	4	249	996
43167	Surface Book	Los Angeles	3	1499	4497
43705	Surface Book	Seattle	5	1499	7495
42833	Xbox One	Los Angeles	2	249	498
43564	Surface Pro 4	Phoenix	5	899	4495
43109	Xbox One S	Phoenix	1	299	299
43179	Surface Pro 4	Phoenix	4	899	3596
43086	Xbox One	San Francisco	2	249	498
43579	Xbox One S	San Francisco	1	299	299
43586	Surface Book	San Francisco	4	1499	5996
43492	Surface Pro 4	Los Angeles	4	899	3596
43560	Xbox One	San Francisco	3	249	747
43264	Surface Book	San Francisco	2	1499	2998
43785	Surface Book	Los Angeles	4	1499	5996
43086	Xbox One S	San Francisco	1	299	299
43501	Surface Pro 4	Seattle	1	899	899
43043	Surface Pro 4	Los Angeles	3	899	2697
42841	Surface Studio	Los Angeles	3	2999	8997
42982	Xbox One	Phoenix	4	249	996
42909	Surface Pro 4	Los Angeles	4	899	3596
42864	Surface Book	San Diego	4	1499	5996
43732	Xbox One	Phoenix	3	249	747
43541	Xbox One S	Phoenix	4	299	1196
43413	Surface Studio	Los Angeles	1	2999	2999
42901	Surface Book	Phoenix	4	1499	5996
43580	Surface Pro 4	Los Angeles	2	899	1798
43057	Surface Pro 4	Phoenix	5	899	4495
42907	Surface Book	Los Angeles	3	1499	4497
43370	Xbox One	Phoenix	3	249	747
43231	Surface Studio	Phoenix	2	2999	5998
42895	Surface Book	Phoenix	3	1499	4497
43577	Surface Pro 4	Seattle	2	899	1798
42906	Surface Book	San Diego	2	1499	2998
43030	Surface Studio	Seattle	2	2999	5998
43470	Surface Pro 4	Los Angeles	4	899	3596
43234	Surface Pro 4	Phoenix	2	899	1798
43814	Surface Pro 4	Phoenix	3	899	2697
42940	Xbox One S	San Diego	1	299	299
43298	Surface Studio	San Diego	3	2999	8997
43060	Surface Studio	Los Angeles	1	2999	2999
43717	Xbox One S	Seattle	5	299	1495
43735	Xbox One S	Seattle	3	299	897
43758	Xbox One	San Diego	2	249	498
43226	Surface Pro 4	San Francisco	2	899	1798
43480	Xbox One	Phoenix	3	249	747
43511	Xbox One S	San Francisco	2	299	598
43714	Surface Book	Phoenix	2	1499	2998
43106	Xbox One S	Los Angeles	2	299	598
43052	Surface Pro 4	Los Angeles	2	899	1798
43564	Surface Pro 4	Los Angeles	5	899	4495
42800	Xbox One S	Los Angeles	2	299	598
43050	Xbox One	San Diego	4	249	996
43163	Xbox One	San Diego	1	249	249
43320	Surface Book	Phoenix	5	1499	7495
43485	Xbox One S	San Francisco	1	299	299
43181	Xbox One	San Diego	4	249	996
43066	Surface Pro 4	Phoenix	3	899	2697
43426	Xbox One	Seattle	1	249	249
43177	Surface Studio	San Francisco	1	2999	2999
43168	Surface Studio	Phoenix	2	2999	5998
42864	Xbox One S	Phoenix	1	299	299
42811	Surface Studio	Los Angeles	1	2999	2999
43644	Xbox One	San Diego	4	249	996
43271	Xbox One S	Los Angeles	1	299	299
43545	Surface Studio	Phoenix	4	2999	11996
43016	Surface Studio	San Francisco	4	2999	11996
43202	Surface Studio	San Diego	2	2999	5998
42966	Xbox One S	Los Angeles	5	299	1495
43815	Xbox One S	San Francisco	1	299	299
43017	Xbox One S	San Francisco	2	299	598
43443	Xbox One S	Seattle	1	299	299
43034	Surface Studio	Phoenix	4	2999	11996
42981	Surface Book	Phoenix	4	1499	5996
43549	Surface Studio	Los Angeles	1	2999	2999
43760	Xbox One	San Diego	4	249	996
42807	Xbox One	Los Angeles	2	249	498
43065	Surface Pro 4	San Francisco	5	899	4495
42815	Surface Book	Seattle	4	1499	5996
42947	Xbox One S	Los Angeles	2	299	598
43316	Surface Studio	San Diego	1	2999	2999
43476	Xbox One S	Los Angeles	5	299	1495
43052	Xbox One	San Francisco	4	249	996
43752	Surface Book	Los Angeles	2	1499	2998
43482	Surface Pro 4	San Francisco	3	899	2697
43641	Xbox One S	Phoenix	1	299	299
43260	Surface Pro 4	San Diego	4	899	3596
43380	Xbox One S	Los Angeles	1	299	299
43527	Surface Studio	San Francisco	3	2999	8997
43562	Xbox One S	Los Angeles	3	299	897
42858	Surface Pro 4	Phoenix	2	899	1798
43046	Surface Studio	Los Angeles	2	2999	5998
43165	Surface Pro 4	San Francisco	1	899	899
42754	Surface Studio	San Diego	2	2999	5998
42768	Surface Book	Los Angeles	2	1499	2998
42847	Surface Book	Los Angeles	2	1499	2998
43095	Xbox One	San Francisco	4	249	996
43402	Xbox One	Phoenix	3	249	747
43532	Xbox One	San Francisco	5	249	1245
